neuron_id,time_ms
2,14.499999999999964
1,15.99999999999996
0,17.799999999999983
2,29.100000000000144
1,32.100000000000186
0,35.70000000000024
2,43.70000000000035
1,48.200000000000415
0,53.60000000000049
2,58.30000000000056
1,64.30000000000062
0,71.50000000000021
2,72.90000000000013
1,80.39999999999971
2,87.4999999999993
0,89.3999999999992
1,96.49999999999879
